,title,glass,garnish,recipe,ingredients,raw_ingredients,cocktail_strength,sweet_t,sour_t,savory_t,bitter_t,cream_t,spicy_t,fruity_t
51,Americana,24.0,Peach slice,Coat sugar cube with bitters and drop into glass. POUR bourbon and then champagne into chilled glass.,"[['1 cube', 'White caster sugar'], ['4 dash', 'Angostura Aromatic Bitters'], ['1.5 cl', 'Bourbon whiskey'], ['Top up with', 'Brut Champagne']]","[['1 cube', 'white sugar'], ['4 dash', 'angostura'], ['1.5 cl', 'bourbon whiskey'], ['Top up with', 'brut champagne']]",0.1073333333333333,0,0,0,0,0,0,0
52,Americano,35.5,Orange slice,POUR all ingredients into glass and then fill with ice.,"[['4.5 cl', 'Italian red bitter liqueur'], ['4.5 cl', 'Martini Rosso sweet vermouth'], ['7.5 cl', 'Thomas Henry Soda Water']]","[['4.5 cl', 'italian red bitter liqueur'], ['4.5 cl', 'red vermouth'], ['7.5 cl', 'soda water']]",0.1745454545454545,0,0,0,0,0,0,0
53,Anis'tini,23.7,Star anise,"MUDDLE star anise in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['2 dried', 'Star anise'], ['3 cl', 'Ketel One Vodka'], ['2.25 cl', 'Black sambuca liqueur'], ['1.5 cl', 'Pernod anise'], ['4.5 cl', 'Chilled water (reduce if wet ice)']]","[['2 dried', 'star anise'], ['3 cl', 'vodka'], ['2.25 cl', 'black sambuca liqueur'], ['1.5 cl', 'pernod anise'], ['4.5 cl', 'chilled water']]",0.2122641509433962,0,0,0,0,0,0,0
54,Anita's Attitude Adjuster,32.5,Lemon slice & cherry on stick (sail),SHAKE first seven ingredients with ice and strain into ice-filled glass. TOP with champagne and gently stir.,"[['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['1.5 cl', 'Patrón Reposado tequila'], ['1.5 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Ketel One Vodka'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['Top up with', 'Brut Champagne']]","[['1.5 cl', 'triple sec'], ['1.5 cl', 'tequila'], ['1.5 cl', 'white rum'], ['1.5 cl', 'gin'], ['1.5 cl', 'vodka'], ['1.5 cl', 'lime juice'], ['1.5 cl', 'sugar syrup'], ['Top up with', 'brut champagne']]",0.278695652173913,0,0,0,0,0,0,0
55,Apache,4.4,,Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"[['2.25 cl', 'Coffee liqueur'], ['1.5 cl', 'Green melon liqueur'], ['1.5 cl', 'Irish cream liqueur']]","[['2.25 cl', 'coffee liqueur'], ['1.5 cl', 'green melon liqueur'], ['1.5 cl', 'irish cream']]",0.4499999999999999,0,0,0,0,0,0,0
56,Aphrodisiac,35.5,Apple slice,"MUDDLE ginger in base of shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.","[['2 slice', 'Root ginger (thumbnail-sized slice)'], ['6 cl', 'Absolut Vanilia vodka'], ['1.5 cl', 'Green Chartreuse liqueur'], ['7.5 cl', 'Apple juice'], ['4.5 cl', 'Sauvignon blanc wine']]","[['2 slice', 'gin'], ['6 cl', 'vodka'], ['1.5 cl', 'green chartreuse liqueur'], ['7.5 cl', 'apple juice'], ['4.5 cl', 'sauvignon blanc wine']]",0.213953488372093,0,0,0,0,0,0,0
57,Apple & Blackberry Pie,23.7,Dust with cinnamon powder & blackberry,"MUDDLE blackberries in base of shaker. Add vodka and apple juice, SHAKE all ingredients with ice and fine strain into chilled glass. FLOAT cream on the surface of the drink by pouring over the back of a spoon and swirl to form a thin layer. Depending on the sweetness of your blackberries, you may need to add a touch of sugar syrup.","[['7 fresh', 'Blackberries'], ['6 cl', 'Ketel One Vodka'], ['3 cl', 'Apple juice'], ['Float', 'Single cream / half-and-half']]","[['7 fresh', 'blackberries'], ['6 cl', 'vodka'], ['3 cl', 'apple juice'], ['Float', 'single cream / half-and-half']]",0.1411764705882353,0,0,0,0,0,0,0
58,Apple & Cranberry Pie,23.7,Dust with cinnamon powder,SHAKE first 3 ingredients with ice and fine strain into chilled glass. FLOAT cream on surface of drink by pouring over back of spoon and swirl to form a thin layer.,"[['4.5 cl', 'Ketel One Vodka'], ['2.25 cl', 'Apple Schnapps liqueur'], ['3 cl', 'Cranberry juice (sweetened)'], ['Float', 'Single cream / half-and-half']]","[['4.5 cl', 'vodka'], ['2.25 cl', 'schnapps'], ['3 cl', 'cranberry juice'], ['Float', 'single cream / half-and-half']]",0.2344186046511628,0,0,0,0,0,0,0
59,Apple & Custard Cocktail,23.7,Apple wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Warninks Advocaat liqueur'], ['4.5 cl', 'Avallen Calvados'], ['1.5 cl', 'Apple Schnapps liqueur'], ['0.75 cl', 'Vanilla sugar syrup']]","[['6 cl', 'warninks advocaat liqueur'], ['4.5 cl', 'calvados'], ['1.5 cl', 'schnapps'], ['0.75 cl', 'vanilla sugar syrup']]",0.3905882352941177,0,0,0,0,0,0,0
60,Apple & Elderflower Collins,35.5,Lemon slice,SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with soda and briefly stir.,"[['4.5 cl', 'Rutte Dry Gin'], ['3 cl', 'St-Germain elderflower liqueur'], ['3 cl', 'Apple Schnapps liqueur'], ['3 cl', 'Lime juice (freshly squeezed)'], ['Top up with', 'Thomas Henry Soda Water']]","[['4.5 cl', 'gin'], ['3 cl', 'st-germain elderflower liqueur'], ['3 cl', 'schnapps'], ['3 cl', 'lime juice'], ['Top up with', 'soda water']]",0.2772413793103448,0,0,0,0,0,0,0
61,Apple & Melon Cocktail,23.7,Apple wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Ketel One Vodka'], ['3 cl', 'Sour apple liqueur'], ['1.5 cl', 'Green melon liqueur'], ['1.5 cl', 'Lime juice (freshly squeezed)']]","[['6 cl', 'vodka'], ['3 cl', 'sour apple liqueur'], ['1.5 cl', 'green melon liqueur'], ['1.5 cl', 'lime juice']]",0.3687500000000001,0,0,0,0,0,0,0
62,Apple & Spice,4.4,Dust with cinnamon powder,Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"[['2.25 cl', 'Avallen Calvados'], ['2.25 cl', 'Single cream / half-and-half']]","[['2.25 cl', 'calvados'], ['2.25 cl', 'single cream / half-and-half']]",0.2,0,0,0,0,0,0,0
63,Apple Brandy Sour,20.7,Lemon slice & Luxardo Maraschino cherry on stick (sail),SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and strain into ice-filled glass.,"[['6 cl', 'Avallen Calvados'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['3 dash', 'Angostura Aromatic Bitters'], ['1.5 cl', 'Pasteurised egg white']]","[['6 cl', 'calvados'], ['3 cl', 'lemon juice'], ['2.25 cl', 'sugar syrup'], ['3 dash', 'angostura'], ['1.5 cl', 'egg white']]",0.1523809523809524,0,0,0,0,0,0,0
64,Apple Breeze,35.5,Apple wedge,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['6 cl', 'Bison grass vodka'], ['7.5 cl', 'Apple juice'], ['4.5 cl', 'Cranberry juice (sweetened)']]","[['6 cl', 'vodka'], ['7.5 cl', 'apple juice'], ['4.5 cl', 'cranberry juice']]",0.1333333333333333,0,0,0,0,0,0,0
65,Apple Buck,35.5,Apple wedge,SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with ginger ale.,"[['4.5 cl', 'Avallen Calvados'], ['1.5 cl', 'Sour apple liqueur'], ['3 cl', 'Apple juice'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['Top up with', 'Thomas Henry Ginger Ale']]","[['4.5 cl', 'calvados'], ['1.5 cl', 'sour apple liqueur'], ['3 cl', 'apple juice'], ['1.5 cl', 'lime juice'], ['Top up with', 'gin']]",0.2482608695652174,0,0,0,0,0,0,0
66,Apple Cart,17.75,Optional sugar rim with apple wedge on rim or float dehydrated apple slice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Avallen Calvados'], ['3 cl', 'De Kuyper Triple Sec (40%)'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Apple Schnapps liqueur (optional)'], ['1 cl', 'Chilled water (omit if using wet ice)']]","[['4.5 cl', 'calvados'], ['3 cl', 'triple sec'], ['2 cl', 'lemon juice'], ['1 cl', 'schnapps'], ['1 cl', 'chilled water']]",0.2626086956521739,0,0,0,0,0,0,0
67,Apple Crumble Cocktail #1,23.7,Apple wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', ""Dewar's 12 Year Old Scotch whisky""], ['0.75 cl', 'Butterscotch liqueur'], ['3 cl', 'Apple juice'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['6 cl', 'scotch whisky'], ['0.75 cl', 'butterscotch liqueur'], ['3 cl', 'apple juice'], ['1.5 cl', 'lemon juice'], ['0.75 cl', 'sugar syrup']]",0.253125,0,0,0,0,0,0,0
68,Apple Crumble Cocktail #2,23.7,Dust with cinnamon powder,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Tuaca liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['6 cl', 'Apple juice']]","[['6 cl', 'tuaca liqueur'], ['1.5 cl', 'lemon juice'], ['6 cl', 'apple juice']]",0.2,0,0,0,0,0,0,0
69,Apple Daiquiri,23.7,Apple wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Bacardi Carta Blanca light rum'], ['4.5 cl', 'Apple juice'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['6 cl', 'white rum'], ['4.5 cl', 'apple juice'], ['1.5 cl', 'lime juice'], ['0.75 cl', 'sugar syrup']]",0.268235294117647,0,0,0,0,0,0,0
70,Apple Mac,23.7,Apple slice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', ""Dewar's 12 Year Old Scotch whisky""], ['4.5 cl', 'Apple juice'], ['1.5 cl', ""Stone's Original Green Ginger Wine""]]","[['6 cl', 'scotch whisky'], ['4.5 cl', 'apple juice'], ['1.5 cl', 'gin']]",0.2725,0,0,0,0,0,0,0
71,Apple Manhattan,23.7,"Apple wedge, apple fan or dehydrated apple slice",STIR all ingredients with ice and strain into chilled glass.,"[['5 cl', 'Bourbon whiskey'], ['3.5 cl', 'Apple Schnapps liqueur'], ['1.25 cl', 'Martini Rosso sweet vermouth']]","[['5 cl', 'bourbon whiskey'], ['3.5 cl', 'schnapps'], ['1.25 cl', 'red vermouth']]",0.37,0,0,0,0,0,0,0
72,Apple Martini (simple),23.7,Luxardo Maraschino cherry,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Ketel One Vodka'], ['5.25 cl', 'Apple juice'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['6 cl', 'vodka'], ['5.25 cl', 'apple juice'], ['0.75 cl', 'sugar syrup']]",0.2,0,0,0,0,0,0,0
73,Apple Martini (IBA spec),23.7,Apple slice,STIR all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Ketel One Vodka'], ['2.25 cl', 'Apple Schnapps liqueur'], ['2.25 cl', 'De Kuyper Triple Sec (40%)']]","[['6 cl', 'vodka'], ['2.25 cl', 'schnapps'], ['2.25 cl', 'triple sec']]",0.3614285714285714,0,0,0,0,0,0,0
74,Apple Mojito,35.5,Mint sprig,"Lightly MUDDLE (just to bruise) mint in base of glass. Add other ingredients, half fill glass with crushed ice and CHURN (stir) with bar spoon. Fill glass to brim with more crushed ice and CHURN some more. Serve with straws.","[['12 fresh', 'Mint leaves'], ['6 cl', 'Bacardi Carta Blanca light rum'], ['3 cl', 'Apple Schnapps liqueur'], ['3 cl', 'Lime juice (freshly squeezed)']]","[['12 fresh', 'mint leaves'], ['6 cl', 'white rum'], ['3 cl', 'schnapps'], ['3 cl', 'lime juice']]",0.1825,0,0,0,0,0,0,0
75,Apple Of One's Eye,35.5,Apple wedge,SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with ginger beer.,"[['6 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['4.5 cl', 'Apple juice'], ['Top up with', 'Thomas Henry Ginger Beer']]","[['6 cl', 'cognac'], ['1.5 cl', 'lime juice'], ['4.5 cl', 'apple juice'], ['Top up with', 'gin']]",0.2369230769230769,0,0,0,0,0,0,0
76,Apple Pie Cocktail,23.7,Apple wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Bison grass vodka'], ['1.5 cl', 'Cinnamon schnapps & Goldwasser liqueurs'], ['6 cl', 'Apple juice'], ['3 cl', 'Cranberry juice (sweetened)']]","[['4.5 cl', 'vodka'], ['1.5 cl', 'cinnamon schnapps & goldwasser liqueurs'], ['6 cl', 'apple juice'], ['3 cl', 'cranberry juice']]",0.165,0,0,0,0,0,0,0
77,Apple Pie Shot,4.4,Dust with cinnamon powder,SHAKE first 2 ingredients with ice and strain into chilled glass. FLOAT cream on drink by carefully pouring over the back of a spoon.,"[['3 cl', 'Apple Schnapps liqueur'], ['1.5 cl', 'Hazelnut liqueur'], ['0.75 cl', 'Single cream / half-and-half']]","[['3 cl', 'schnapps'], ['1.5 cl', 'hazelnut liqueur'], ['0.75 cl', 'single cream / half-and-half']]",0.3114285714285714,0,0,0,0,0,0,0
78,Appleissimo,35.5,Apple slice,SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with anis and serve with straws.,"[['4.5 cl', 'Apple Schnapps liqueur'], ['6 cl', 'Apple juice'], ['4.5 cl', 'Cranberry juice (sweetened)'], ['4.5 cl', 'Pernod anise']]","[['4.5 cl', 'schnapps'], ['6 cl', 'apple juice'], ['4.5 cl', 'cranberry juice'], ['4.5 cl', 'pernod anise']]",0.1661538461538461,0,0,0,0,0,0,0
79,Apple Spritz,24.0,Peach slice,POUR first 2 ingredients into glass then TOP with champagne.,"[['2.25 cl', 'Apple Schnapps liqueur'], ['0.75 cl', 'Peachtree peach schnapps'], ['Top up with', 'Brut Champagne']]","[['2.25 cl', 'schnapps'], ['0.75 cl', 'peachtree peach schnapps'], ['Top up with', 'brut champagne']]",0.2724999999999999,0,0,0,0,0,0,0
80,Apple Strudel (by Alex Kammerling),23.7,Dust with cinnamon powder,SHAKE first 5 ingredients with ice and fine strain into chilled glass. Carefully FLOAT cream by pouring over the back of a spoon.,"[['3 cl', 'Apple Schnapps liqueur'], ['1.5 cl', 'De Kuyper Brown Crème de Cacao'], ['1.5 cl', 'Dutch Cacao white crème de cacao'], ['1.5 cl', 'Cinnamon schnapps & Goldwasser liqueurs'], ['3 cl', 'Apple juice'], ['2.25 cl', 'Single cream / half-and-half']]","[['3 cl', 'schnapps'], ['1.5 cl', 'de kuyper brown crème de cacao'], ['1.5 cl', 'dutch cacao white crème de cacao'], ['1.5 cl', 'cinnamon schnapps & goldwasser liqueurs'], ['3 cl', 'apple juice'], ['2.25 cl', 'single cream / half-and-half']]",0.128235294117647,0,0,0,0,0,0,0
81,Apple Strudel,17.75,Cinnamon & sugar rim,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Ketel One Vodka'], ['1.5 cl', ""Dewar's 12 Year Old Scotch whisky""], ['1.5 cl', 'Apple Schnapps liqueur'], ['1.5 cl', 'Martini Extra Dry vermouth'], ['1.5 cl', 'Apple juice'], ['0.5 cl', 'Cinnamon sugar syrup']]","[['4.5 cl', 'vodka'], ['1.5 cl', 'scotch whisky'], ['1.5 cl', 'schnapps'], ['1.5 cl', 'dry vermouth'], ['1.5 cl', 'apple juice'], ['0.5 cl', 'cinnamon sugar syrup']]",0.2945454545454545,0,0,0,0,0,0,0
82,Apple Sunrise,35.5,Apple slice,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['6 cl', 'Avallen Calvados'], ['10.5 cl', 'Orange juice (freshly squeezed)'], ['1.5 cl', 'Giffard Noir de Bourgogne Cassis']]","[['6 cl', 'calvados'], ['10.5 cl', 'orange juice'], ['1.5 cl', 'giffard noir de bourgogne cassis']]",0.1333333333333333,0,0,0,0,0,0,0
83,Temperance Apple Mojito (Non-alcoholic),35.5,Mint sprig,"PLACE mint, lemon, lime and sugar in glass. Half fill glass with crushed ice and CHURN (stir). Add more crushed ice to fill glass. Add apple juice, top with soda and CHURN some more. Serve with straws.","[['12 fresh', 'Mint leaves'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['2.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['9 cl', 'Apple juice'], ['Top up with', 'Thomas Henry Soda Water']]","[['12 fresh', 'mint leaves'], ['1.5 cl', 'lemon juice'], ['1.5 cl', 'lime juice'], ['2.25 cl', 'sugar syrup'], ['9 cl', 'apple juice'], ['Top up with', 'soda water']]",0.0,0,0,0,0,0,0,0
84,Applesinth,20.7,Apple wedge,SHAKE all ingredients with ice and strain into glass filled with crushed ice.,"[['3 cl', 'La Fée Parisienne absinthe'], ['3 cl', 'Apple Schnapps liqueur'], ['6 cl', 'Apple juice'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['3 cl', 'absinthe'], ['3 cl', 'schnapps'], ['6 cl', 'apple juice'], ['2.25 cl', 'lime juice'], ['1.5 cl', 'sugar syrup']]",0.2038095238095238,0,0,0,0,0,0,0
85,Apples 'N' Pears,17.75,Apple or pear slice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.5 cl', 'Avallen Calvados'], ['2 cl', 'Ketel One Vodka'], ['1.5 cl', 'Pear & cognac liqueur'], ['3 cl', 'Apple juice']]","[['2.5 cl', 'calvados'], ['2 cl', 'vodka'], ['1.5 cl', 'cognac'], ['3 cl', 'apple juice']]",0.275,0,0,0,0,0,0,0
86,Appily Married,17.75,Cinnamon & sugar rim,SHAKE all ingredients with ice and fine strain into chilled pre-prepared glass.,"[['5 cl', 'Ketel One Vodka'], ['1.5 cl', 'Apple juice'], ['1.5 cl', 'Grapefruit juice (pink)'], ['1 cl', 'Honey syrup (3 honey to 1 water)']]","[['5 cl', 'vodka'], ['1.5 cl', 'apple juice'], ['1.5 cl', 'grapefruit juice'], ['1 cl', 'honey syrup']]",0.2222222222222222,0,0,0,0,0,0,0
87,Apricot Cosmo,23.7,Apricot slice,"STIR apricot preserve with vodka until preserve dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['6 cl', 'Ketel One Vodka'], ['1 spoon', 'Apricot jam (preserve)'], ['3 cl', 'Cranberry juice (sweetened)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['2 dash', 'Orange Bitters by Angostura']]","[['6 cl', 'vodka'], ['1 spoon', 'apricot jam'], ['3 cl', 'cranberry juice'], ['0.75 cl', 'sugar syrup'], ['1.5 cl', 'lime juice'], ['2 dash', 'angostura']]",0.1684210526315789,0,0,0,0,0,0,0
88,Apricot Fizz,35.5,Lemon wedge,SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with soda water.,"[['6 cl', 'De Kuyper Apricot Brandy liqueur'], ['3 cl', 'Orange juice (freshly squeezed)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['Top up with', 'Soda from siphon']]","[['6 cl', 'apricot brandy liqueur'], ['3 cl', 'orange juice'], ['1.5 cl', 'lime juice'], ['Top up with', 'soda from siphon']]",0.2347826086956521,0,0,0,0,0,0,0
89,Apricot Lady Sour,20.7,Lemon slice & Luxardo Maraschino cherry on stick (sail),SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) to emulsify and fine strain into chilled glass.,"[['4.5 cl', 'Bacardi Carta Blanca light rum'], ['3 cl', 'De Kuyper Apricot Brandy liqueur'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Pasteurised egg white']]","[['4.5 cl', 'white rum'], ['3 cl', 'apricot brandy liqueur'], ['3 cl', 'lemon juice'], ['0.75 cl', 'sugar syrup'], ['1.5 cl', 'egg white']]",0.3070588235294118,0,0,0,0,0,0,0
90,Apricot Mango Cocktail,23.7,Mango slice,SHAKE all ingredients with ice and fine strain into glass.,"[['4.5 cl', 'Rutte Dry Gin'], ['2.25 cl', 'De Kuyper Apricot Brandy liqueur'], ['2.25 cl', 'Mango purée'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', 'Orange Bitters by Angostura']]","[['4.5 cl', 'gin'], ['2.25 cl', 'apricot brandy liqueur'], ['2.25 cl', 'mango purée'], ['1.5 cl', 'lemon juice'], ['1.5 cl', 'sugar syrup'], ['2 dash', 'angostura']]",0.1944642857142857,0,0,0,0,0,0,0
91,Apricot Martini,23.7,Lemon zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rutte Dry Gin'], ['3 cl', 'De Kuyper Apricot Brandy liqueur'], ['0.5 cl', 'Giffard Grenadine syrup'], ['0.75 cl', 'Lemon juice (freshly squeezed)'], ['3 dash', 'Angostura Aromatic Bitters'], ['2.25 cl', 'Chilled water (omit if using wet ice)']]","[['4.5 cl', 'gin'], ['3 cl', 'apricot brandy liqueur'], ['0.5 cl', 'giffard grenadine syrup'], ['0.75 cl', 'lemon juice'], ['3 dash', 'angostura'], ['2.25 cl', 'chilled water']]",0.2185714285714285,0,0,0,0,0,0,0
92,April Shower,17.75,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Bénédictine D.O.M.'], ['3 cl', 'Orange juice (freshly squeezed)']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'bénédictine d.o.m.'], ['3 cl', 'orange juice']]",0.2249999999999999,0,0,0,0,0,0,0
93,Apricot Sour,20.7,Lemon zest twist,"STIR apricot jam (preserve) with bourbon until it dissolves. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.","[['2 spoon', 'Apricot jam (preserve)'], ['4.5 cl', 'Bourbon whiskey'], ['1.5 cl', 'De Kuyper Apricot Brandy liqueur'], ['3 cl', 'Apple juice'], ['1.5 cl', 'Lemon juice (freshly squeezed)']]","[['2 spoon', 'apricot jam'], ['4.5 cl', 'bourbon whiskey'], ['1.5 cl', 'apricot brandy liqueur'], ['3 cl', 'apple juice'], ['1.5 cl', 'lemon juice']]",0.216,0,0,0,0,0,0,0
